,Img1 (X),Img1 (Y),Img2 (X),Img2 (Y),deltaX,deltaY
0,922.0,243.0,917.0,261.0,5.0,-18.0
1,461.37604,117.50401,456.19205,136.51201,5.18399,-19.008
2,518.40002,347.32803,513.21606,366.33603,5.18396,-19.008
3,279.93604,163.81442,275.78885,182.47682,4.14719,-18.6624
